artTitle,artContent
藍營守議場 明強推法案三讀 民進黨團籲韓先行協商,"2024/05/16 05:30


 民進黨團幹事長吳思瑤昨批藍白政治掛帥，亂擋法案。（記者塗建榮攝）

〔記者謝君臨、林欣漢、黃靖媗／台北報導〕立法院國民黨團力推的「藐視國會罪」等法案排入明天院會討論事項，國民黨團總召傅崐萁昨表示，十七日必須三讀通過國會改革五法，國民黨立委昨起在議場前排隊。民進黨團幹事長吳思瑤痛批這是「國會擴權」，相關草案均未經立法院長韓國瑜召集協商，若藍白強勢碾壓，將是國會史上最野蠻、踐踏民主的處置，呼籲韓先行協商，民進黨團會嚴陣以待。綠營︰嚴陣以待 藍營︰絕對奉陪立法院程序委員會前天表決通過國民黨團所提十七日、廿一日院會議程。其中，藍白力推的「國會改革」法案，包括「立法院職權行使法」、「刑法」增訂「藐視國會罪」及「立法委員互選院長副院長辦法修正草案」列為前三案，力拚十七日表決；且為避免民進黨團用案海戰術、冗長發言杯葛議事，國民黨立委昨起駐守議場。傅崐萁表示，國民黨團在議場前排隊，就是基於國會民主，並按照制度走，希望在未來四年展開全新的政治形態。傅強調，十七日必須三讀通過國會改革五法，這也是民進黨過去不斷強調的國會改革，呼籲民進黨要遵守國會的議事規則，做一個負責任的執政黨，健全國會職能，才是國家及人民之福。國民黨團書記長洪孟楷表示，有聽聞民進黨團可能當家還鬧事，當天不排除要霸占主席台，民進黨身為執政黨，如果還想跟民意作對，不願意面對國會改革、面對多數國人的期待，還要杯葛議事，國民黨團絕對會奉陪。吳思瑤則強調，不管是「國會改革」法案，或是傅崐萁等人所提出的花東快、環島高鐵建設特別條例等「錢坑」法案，在相關委員會都沒有進行逐條討論，快轉跳號，表決前最後一關就是院長主持朝野協商，是補課的機會，但十三日協商沒結果，今日要繼續協商，若要在十七日表決，勢必得充分討論。她呼籲韓國瑜：「你領導的立院要繼續失靈下去？讓民主被沒收？」十七日若要強行表決，請韓院長先行協商，「怎麼變成民進黨團在捍衛你的職權？」

 國民黨團力推「國會改革」法案，國民黨立委昨開始輪流守立法院議場，為星期五會議備戰。（記者叢昌瑾攝）"
要求賴清德為立院衝突道歉 國民黨避答朱立倫520是否出席,"2024/05/17 22:39


 國民黨今晚召開「民進黨暴力黨，賴清德出來道歉！」記者會。（記者施曉光攝）

〔記者施曉光／台北報導〕藍、白兩黨打算今晚強渡關山，挾占據立法院主席台的優勢通過所謂「國會改革五法」，引爆朝野激烈衝突，國民黨今晚召開「民進黨暴力黨，賴清德出來道歉！」記者會，發言人楊智伃痛批，今天從早到晚在使用暴力的都是民進黨立委，民進黨口口聲聲說要國會改革，現在國民黨在做，民進黨究竟在怕什麼？她要求準總統賴清德出面道歉並說明。對於媒體詢問，在此狀況下，國民黨主席朱立倫是否仍會受邀出席賴清德的520就職典禮？楊智伃沒有正面回應，只抱怨民進黨從頭到尾都沒有給過在野黨任何的善意，不拜會在野黨，也不斷攻擊國民黨的立委與縣市首長，再到今天立法院所有的暴力行為以及司法迫害與抹黑造謠，民進黨有給過朝野對話的空間與善意嗎？相信全台灣人民都看得非常清楚。楊智伃質疑，綠營立委冷血暴力對待國民黨立委，不讓國會改革法案通過，這是賴清德的意志嗎？是否要讓賴清德未來可以安穩、舒服地坐在總統位子上？那些表現「亮眼」、暴力行為秀下限的綠營立委，都是賴清德的嫡系人馬，所以阻擋國會改革法案是賴清德的意志？賴清德今天是否一邊看著直播，一邊拍手叫好？她呼籲賴清德出面道歉，並且說明白這些暴力行為，是否受他所指使，難道這就是賴清德期待的朝野對話方式，要向世界示範的台灣民主？國民黨副發言人鄧凱勛則說，今天不只是中華民國史上最黑暗的一天，也是台灣民主蒙羞的一天，大家看到民進黨用暴力對待不同意見的人，而且非常冷血。他還說，民進黨到底在害怕什麼？怕的是過去8年什麼事都沒做，對不起人民，而且害怕被監督，國會改革法案是過去民進黨給人民的承諾，過去8年民進黨不急，但人民很急，既然民進黨不做，就讓國民黨來做。


 國民黨立委持續占據主席台。（記者方賓照攝）"
徐巧芯不甩韓國瑜制止攜違禁品 拿民進黨旗勒王美惠脖子,"2024/05/17 13:15


 徐巧芯拿出民進黨旗與王美惠拉扯。（記者羅沛德攝）

〔記者陳政宇／台北報導〕立法院今（17）日一早爆發朝野推擠衝突，國民黨立委徐巧芯在議場吹奏直笛和氣笛，遭立法院長韓國瑜宣告禁止攜帶違禁品。民進黨立委指控，徐巧芯還拿出民進黨的黨旗衝上前蹂躪、撕扯，非常羞辱人，甚至試圖捆住民進黨立委王美惠的脖子。立法院院會今天預計表決國會改革相關法案，朝野立委一早就上演推擠衝突。韓國瑜在討論事項第一案前宣告，請院會保持肅靜，立法院議場維護及管理要點，會議時委員不得攜帶麥克風、旗竿、棍棒、汽油、噴漆、爆裂物及議事無關之物品，並不得破壞議事設備。對此，民進黨立委洪申翰表示，就在韓國瑜院長宣布，不得攜帶與議事無關的物品之後，徐巧芯突然衝上前，從她的庫洛米包包拿出一塊綠色的布，弄成「長繩狀」，試圖捆住王美惠委員的脖子，幸好王掙脫，非常危險。民進黨立委蘇巧慧則說，徐巧芯真的很過分，很懂怎麼樣侮辱、激怒人，兩軍對壘時，拿著旗幟蹂躪真的很過分，剛剛王美惠跟徐巧芯衝突，徐巧芯從袋子拿出一塊綠色「長繩」，試圖捆住王美惠的脖子，王美惠當然會掙脫，後來弄到手。蘇巧慧指出，徐巧芯攤開那塊布說，「我哪有什麼違禁品，這不是你們民進黨最愛的黨旗嗎？」加上蹂躪、撕扯的動作，就在所有民進黨委員面前，真的很羞辱人，她在萬里可以拍網美照，別人去他家拍照又說被迫害，雙標到極點。

 立法院今（17）日一早爆發朝野推擠衝突，國民黨立委徐巧芯在議場吹奏直笛和氣笛，遭立法院長韓國瑜宣告禁止攜帶違禁品。民進黨立委指控，徐巧芯又拿出民進黨的黨旗衝上前蹂躪、撕扯，非常羞辱人，甚至試圖捆住民進黨立委王美惠的脖子。（記者劉信德攝）


 立法院今（17）日一早爆發朝野推擠衝突，國民黨立委徐巧芯在議場吹奏直笛和氣笛，遭立法院長韓國瑜宣告禁止攜帶違禁品。民進黨立委指控，徐巧芯又拿出民進黨的黨旗衝上前蹂躪、撕扯，非常羞辱人，甚至試圖捆住民進黨立委王美惠的脖子。（擷自蔡易餘臉書）


 民進黨立委指控徐巧芯拿出民進黨的黨旗衝上前蹂躪、撕扯，非常羞辱人，甚至試圖捆住民進黨立委王美惠的脖子。（記者劉信德攝）"
立院朝野肢體衝突 陳建仁：應理性對話,"2024/05/17 12:39


 行政院長陳建仁針對立法院朝野衝突籲理性討論。（記者蔡宗勳攝）

〔記者蔡宗勳／嘉義報導〕行政院院長陳建仁今天中午出席阿里山林業鐵路42號隧道竣工典禮，針對立法院朝爆發肢體衝突事件，他強調，期待朝野黨團之間能夠做更好的協調、溝通，做最好的解決方案。媒體提問立院朝野為國會改革五法闖關三讀，爆發肢體衝突，針對朝野對立有何看法？陳建仁表示，對於立委職權的行使，一向尊重立委立法的部分，但是也注意到社會各界，還有甚至於國外的企業都關心到這一些議題，而且有所反應，也希望立法院能夠多方蒐集相關的一些反應，朝野黨團之間能夠做更好的協調、溝通，做最好的解決方案。陳建仁進一步說，相信理性的討論，才能夠使得這個問題得到最好的解決，當然行政院也會跟立法院一起來努力，使這些議案都能夠得到完善的討論，我們來建立很好的憲政先例，按照憲政的原則來進行，這才能夠為全民造福，所以行政院也會跟立法院一起來努力，當然希望立法院朝野各黨團能夠理性地溝通，好好地就相關的問題討論以後，再做最後的決定。另針對內閣總辭，院長不再簽署重大政策，依程序蔡總統也無法特赦陳水扁，陳建仁強調，這一件事情總統府已經有多次對外說明，現在社會各界大家最關心的，就是怎麼樣來提供陳前總統最好的醫療照護，也會在這方面來共同努力。"
村里長擬加發1.5月年終 蔣萬安籲考量地方財政給予補助,"2024/05/03 13:12


 台北市長蔣萬安今出席113年度與里長有約活動，並與中正區里長座談，會前受訪。（記者廖振輝攝）

〔記者甘孟霖／台北報導〕行政院擬推動村里長年終慰問金1.5個月，對此，台北市長蔣萬安表示，據了解可能須由地方政府編列預算，站在北市府的角度，希望中央考量地方財政給予相關補助。蔣萬安今出席中正區里長座談，會前受訪表示，這是大家都很關心的議題，不管在地方政府或立法院，很多委員都有提案，據他了解，昨日行政院會討論，可能還是須由地方政府編列預算。他說，站在台北市政府的角度，當然希望中央應該考量地方政府的財政，並給予相關補助，他認為由中央、地方一起來推動是比較好的方案。"
藍白立委提案邀賴清德國情報告 侯友宜：尊重立院權限,"2024/05/08 10:38


 針對立法院提案邀請準總統賴清德赴立法院國情報告，新北市長侯友宜表示，尊重立法院的權限。（記者賴筱桐攝）

〔記者賴筱桐／新北報導〕國民黨和民眾黨立委提案，將邀請準總統賴清德赴立法院國情報告。對此，新北市長侯友宜今天表示，尊重立法院的權限。總統當選人賴清德將在5月20日上任，國民黨立院黨團提案，邀請賴清德在新任行政院長施政報告前，至立法院針對國家政策方針進行國情報告，預計本週五立法院院會將列為討論事項第一案，目前各政黨對於採「即問即答」或「統問統答」等形式，仍未產生共識。侯友宜今天在市政會議後被問及此議題受訪表示，面對立法院的提案，總統要不要國情報告，這部分尊重立法院的權限。"
沈伯洋腦震盪用MRI遭質疑 台大急診醫李建璋揭判斷依據,"2024/05/18 13:26


 立法院院會17日處理國會擴權法案，發生肢體衝突。圖為立委沈伯洋摔落送醫治療。（資料照）

〔記者林志怡／台北報導〕民進黨立委沈伯洋昨日於立法院衝突中跌落主席台、送往台大醫院並經核磁共振（MRI）檢查後返家，卻遭胸腔科醫師指控濫用醫療資源。台大醫院急診醫學部教授李建璋強調，醫師判斷一定有其理由，若遇到患者從2.5公尺以上高處跌落、有其他頸椎或特殊神經學症狀，可能就會採取比較謹慎的作法，直接使用MRI檢查。立法院昨日處理國會擴權相關法案，現場爆發肢體衝突，沈伯洋更意外從二樓主席台被推落並摔至一樓，頭部著地送醫，經醫師診斷有腦震盪，且有左側頭顱撞傷、頸部不適等症狀，經台大醫院急診安排核磁共振（MRI）檢查後，於凌晨返家休息。北市聯醫陽明院區胸腔內科醫師蘇一峰在臉書發文，指MRI不是在急診應對頭部撞擊的常用檢查工具，如果沒有意識改變，可能只是腦震盪、先觀察回家休息就好；如果有意識改變、懷疑腦出血，也應該先安排電腦斷層，並稱核磁共振要做1個小時，根本不適合緊急狀況，使用後也可能遭健保核刪。對於MRI使用，李建璋指出，MRI一般最常用於腦中風或腦瘤檢查，腦震盪急性期一般確實是先用電腦斷層來檢查，確認是否有出血、骨頭損傷等情況，若持續有症狀，希望了解是否出現神經白質變化、軸突傷害等，或是神經學症狀嚴重，才會動用到MRI，但醫師會判斷直接使用MRI一定有其理由。李建璋解釋，若醫師一開始就懷疑有嚴重情況，仍可能直接安排MRI，且如果發生從超過2.5公尺處跌落，或是病患表達自己有頸椎相關症狀、特殊神經學症狀表現，醫師有時會比較謹慎就直接進行MRI檢查，且只要醫師清楚描述評估時的危險因子或特殊神經學症狀，證明是合理判斷，應不會遭健保核刪。此外，李建璋也提到，MRI檢查所需的時間頂多30分鐘，一般不會出現要花好幾個小時的情況，電腦斷層時間則落在3到5分鐘左右，而腦震盪會依據症狀來判斷處置作法，因為擔心患者出現延遲性出血，留院觀察6到12小時，確認患者沒有出現異常，醫師如果有做MRI、看情況正常，也可能提早讓患者返家。"
5綠委送醫 沈伯洋腦震盪今晨報平安：立院惡質的事更需要關注,"2024/05/18 07:51


 綠委沈伯洋摔落，民進黨立委目擊國民黨立委邱鎮軍、廖偉翔還推了一把。（記者方賓照攝；本報合成）

黃其豪／核稿編輯〔即時新聞／綜合報導〕立法院昨（17日）審議國民黨、民眾黨所提「國會改革法案」，朝野立委爆發多起推擠衝突，過程中民進黨有5位立委陸續因受傷送醫，昨深夜至今晨就醫的立委也陸續在臉書發文報平安，其中沈伯洋是在今晨1點多表示會繼續努力，因為他說過要守護這個國家，發文至今也引來逾1.6萬網友按讚，留言超過2千則。立法院17日藍綠爆發衝突，多位民進黨立委陸續因受傷送醫，在昨晚間約7點時，院會表決到立法院職權行使法第二條期間，民進黨立委與國民黨立委在主席台後門發生推擠，民進黨立委邱志偉、沈伯洋、郭國文等人陸續嘗試跨上議事台，但隨即就被國民黨立委強硬拉下來，導致重摔落地。其中沈伯洋更直接從高度超過一公尺半的議事台跌落，落地時頭還朝下，相關畫面在網路瘋傳，引發大批網友憤怒。後續民進黨發佈送醫的立委傷情，包含邱志偉和沈伯洋輕微腦震盪，鍾佳濱肋骨挫傷，郭國文尾椎骨折，民進黨團書記長莊瑞雄則是心絞痛、心跳脈搏高達兩百下等。5名立委在稍晚也陸續在臉書發文報平安，引起許多網友關心，鍾佳濱更分享在晚間10點多再度走回議場的照片，讓許多網友為他加油打氣。5名綠委中最晚在社群發文的是沈伯洋，他是在今晨1點19分發文表示到家了，並指「因腦震盪加上很暈，很不好意思沒有撐到最後，跟著大家一起擋」。沈伯洋也說，「但相比起受傷，立院惡質的事情更需要關注，國民黨民眾黨還是一樣，遇到我要上台發言，就馬上表決沒收，我一句話都說不到」。不過他也強調「我會繼續努力，我說過要守護這個國家」。沈伯洋發文後也引來許多關心的民眾為他留言打氣，並希望他好好休養、早日康復，到今上午7點該文已引來逾1.6萬網友按讚，留言超過2千則。

 立法院昨審議國民黨、民眾黨所提「國會改革法案」，朝野立委爆發多起推擠衝突，過程間民進黨有5位立委陸續因受傷送醫，鍾佳濱在就醫後，稍晚更分享在晚間10點多再度走回議場的照片，讓許多網友為他加油打氣。（圖擷自臉書）"
村里長加發年終7.5萬財源從何來？林右昌：地方政府編列,"2024/05/02 11:49

〔記者李文馨／台北報導〕內政部提修法擬發給村里長春節慰勞金7.5萬元，國民黨立委黃建賓今（2）日於內政委員會質詢關切政策執行時間以及財源問題。對此，內政部長林右昌答詢回應，若今年來得及完成法律程序，年終慰勞金明年有機會可以發放，相關預算會由地方政府編列。立法院內政委員會今審查「姓名條例部分條文修正草案」，內政部長林右昌等官員應邀列席並備質詢。國民黨立委黃建賓質詢關切村里長年終慰問金相關議題，他表示，地方村里長常被地方稱為為土地公、土地婆，「他們為這個國家付出，應該要表揚、肯定他們」，對於內政部提出修法版本他表示肯定。黃建賓詢問，村里長年終慰勞金是否明年會發放？林右昌回應，該案行政院院會今天正在討論，討論完會送至立法院審議，「若今年來得及完成法律程序，年終慰勞金明年也有機會可以發放。」黃建賓追問，該筆預算會由中央出還是地方出？林右昌回應，由地方政府編列預算；黃建賓直言，「不能這樣」。由於質詢時間已到，召委高金素梅表示，她樂於看到政府提出院版，且聽到內政部長跟行政院長已表態樂觀其成，目前最重要的問題是相關財政是由地方還是中央支出，還是按照統籌分配款處理，下下週她會排案進行討論。林右昌補充，由於今天討論委員會原住民議題，內政部針對原住民族在原鄉直轄市議員或非直轄市議員的鄉、鎮、村、區等的事務費補助會額外加10%，「因為幅員廣闊、交通不便，內政部也有考慮進來。」"
若爭取到健保1點1元 洪子仁：第一件事就為醫事人員加薪,"2024/05/06 09:49


 國民黨立委陳菁徽舉行醫界8大團體聯合呼籲政府「健保點值打折 就是人民健康打折」記者會。（記者方賓照攝）

〔記者林惠琴／台北報導〕藍營提案健保點值「1點至少1元」及「不得低於0.95元」，不足由政府預算因應，各界爭論不休，立法院今（6日）召開公聽會前，國民黨立委陳菁徽與醫界8大團體召開記者會，代表醫界發言的台灣醫務管理學會理事長洪子仁表示，若可達成1點1元的訴求，醫界第一件事就是為醫事人員加薪，幅度甚至有機會達20%。陳菁徽今日舉行醫界8大團體聯合呼籲政府「健保點值打折 就是人民健康打折」記者會，她指出，台大醫院院長吳明賢已告訴大家，台灣醫療照護指標前段班是壓榨血汗醫護而來，現在醫界8大團體聯合呼籲政府「健保點值打折 就是人民健康打折！」代表醫療慘況退無可退，醫療環境需要強心針，為了所有醫事人員長久被低估的權利，以及良好的醫療服務，健保修法有急迫性。「走老路到不了新地方」，洪子仁苦嘆，總額制度實施22年，在人口變化、醫療利用率增加下，加上新藥新科技導入，預算與需求出現缺口，長期都是由醫療機構承擔。洪子仁指出，現在訴求1點1元，並非要求回到論量計酬，而是仿照國外的支出目標制，以目前總額1年8700億元為例，這個範圍內保障1點1元，超過則打折給付，由公務預算支應，金額絕對沒有1千億元，粗估約600億元。洪子仁強調，世界衛生組織已建議疫後各國應增加醫療支出，強韌公衛體系與醫療機構，如果政府將人民的生命價值建康擺第一順位，就會覺得這筆預算有價值。他也提到，目前民眾就醫「看得見」、「看得起」，但有無照顧到好的程度？國人平均餘命等重要健康指標落後日韓，因此應該正視問題。中華民國醫師公會全聯會代表蔡豐州指出，若是欠錢100元，只還70元，這樣合理嗎？強調醫事人員沒有要更多，而是過去一味完全配合，強調若訴求無法獲得回應，「不排除再上街頭取得公道」。8大團體包含台灣醫院協會、台灣醫學中心協會、中華民國區域醫院協會、台灣社區醫院協會、中華民國醫師公會全國聯合會、中華民國護理師護士公會全國聯合會、台灣私立醫療院所協會、台灣醫務管理學會。"
立法院不是老人院 傅崐萁︰柯建銘講養老浪費時間 議事要有效率,"2024/05/02 11:10


 傅崐萁指立法院不是老人院、養老院，更不是瘋人院和精神病院，不是要浪費時間聽柯建銘講100多次30年前的事情，議事要有效率。（資料照）

〔記者劉宛琳／台北報導〕立法院長韓國瑜今天下午將召集黨團協商討論「環島高速鐵路建設特別條例草案」、「花東快速公路建設特別條例草案」，民進黨立法院黨團總召柯建銘已表達不會出席。國民黨團總召傅崐萁對此表示遺憾，指柯建銘說不出席的理由是1小時的協商不夠，但昨天柯建銘卻在聯席委員會不斷重述自己的養老經驗，但立法院不是老人院、養老院，更不是瘋人院和精神病院，不是要浪費時間聽柯建銘講100多次30年前的事情，議事要有效率。傅崐萁表示，在4月3日發生大地震後，雖然蘇花改和高鐵非常安全，但蘇花公路坍方的情況空前未見，未來的3至6個月都無法順暢的通車，因為都還在搶修當中。所以，要如何在交通上讓全國國民一致平權，這是國家重要的課題，國會議員應該要全面來重視。傅崐萁表示，很遺憾看到口口聲聲說為國為民的柯建銘表達拒絕出席下午的協商，因為柯認為1小時對他是不夠的。但其他委員會和朝野協商，例如昨天民進黨在討論國家通訊傳播委員會（NCC）組織法修法過程中，從上午9時鬧場到下午4時，損耗大家的時間，不斷的肥皂劇上演，柯建銘不斷重述他在立法院養老的經驗，民進黨立委吳思瑤也是與柯建銘一致不斷重複同樣的話題，浪費納稅人給他的薪資。傅崐萁強調，國會要有效率，不管是委員會還是朝野協商，雙方手上都有清楚的資料，話講一次就好，希望下午的朝野協商韓國瑜要注意立委發言的時間。此外，國民黨立委羅智強上午於司法與法制委員會臨時提案，有鑒於委會議事過程屢遭不當干擾，個別委員未經主席允許即使用麥克風，或是刻意影響其他委員發言。因此建請立法院總務單位比照其他委員會議事狀態，拆除會議桌上麥克風，僅保留質詢台上麥克風，以利議事順暢進行。傅崐萁表示，多位委員對於臨時提案內容表達意見，包括民眾黨團黨鞭黃國昌，對於過去司法及法制委員會坐在座位上的錯誤發言，現已改成在發言台發言，因此要移除座位上的麥克風，避免柯建銘又舊事重談，大家為國為民，實在沒有那麼多時間聽柯建銘談3、50年前的往事，議事要有效率。"
